timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741116134699,106,Signup,200,OK,Load Test 1-1,text,true,,663,246,3,3,http://localhost:6400/api/users,106,0,1
1741116134749,82,Signup,200,OK,Load Test 1-2,text,true,,663,246,3,3,http://localhost:6400/api/users,82,0,1
1741116134806,119,Login,200,OK,Load Test 1-1,text,true,,1359,245,5,5,http://localhost:6400/api/auth,118,0,0
1741116134925,0,Login-0,200,OK,Load Test 1-1,text,true,,674,0,5,5,null,0,0,0
1741116134800,136,Signup,200,OK,Load Test 1-3,text,true,,663,246,5,5,http://localhost:6400/api/users,136,0,1
1741116134926,24,Create group,200,OK,Load Test 1-1,text,true,,290,648,6,6,http://localhost:6400/api/group,24,0,0
1741116134831,129,Login,200,OK,Load Test 1-2,text,true,,1359,245,6,6,http://localhost:6400/api/auth,129,0,0
1741116134960,0,Login-0,200,OK,Load Test 1-2,text,true,,674,0,6,6,null,0,0,0
1741116134950,20,Get group,500,Internal Server Error,Load Test 1-1,text,false,Test failed: code expected to contain /200/,315,594,6,6,http://localhost:6400/api/group,20,0,0
1741116134961,21,Create group,200,OK,Load Test 1-2,text,true,,290,648,6,6,http://localhost:6400/api/group,21,0,0
1741116134983,16,Get group,500,Internal Server Error,Load Test 1-2,text,false,Test failed: code expected to contain /200/,315,594,7,7,http://localhost:6400/api/group,16,0,0
1741116134851,168,Signup,200,OK,Load Test 1-4,text,true,,663,246,7,7,http://localhost:6400/api/users,168,0,1
1741116134972,89,Update group,200,OK,Load Test 1-1,text,true,,290,703,8,8,http://localhost:6400/api/group,89,0,0
1741116134901,176,Signup,200,OK,Load Test 1-5,text,true,,663,246,8,8,http://localhost:6400/api/users,176,0,2
1741116134938,162,Login,200,OK,Load Test 1-3,text,true,,1358,245,8,8,http://localhost:6400/api/auth,161,0,0
1741116135062,32,Delete group,403,Forbidden,Load Test 1-1,text,false,Test failed: code expected to contain /200/,332,599,8,8,http://localhost:6400/api/group,32,0,0
1741116135100,0,Login-0,200,OK,Load Test 1-3,text,true,,673,0,8,8,null,0,0,0
1741116135000,89,Update group,200,OK,Load Test 1-2,text,true,,290,703,8,8,http://localhost:6400/api/group,89,0,0
1741116134949,185,Signup,200,OK,Load Test 1-6,text,true,,663,246,9,9,http://localhost:6400/api/users,185,0,2
1741116135106,32,Create group,200,OK,Load Test 1-3,text,true,,290,648,9,9,http://localhost:6400/api/group,32,0,0
1741116135106,45,Delete group,200,OK,Load Test 1-2,text,true,,290,599,10,10,http://localhost:6400/api/group,45,0,0
1741116135139,27,Get group,200,OK,Load Test 1-3,text,true,,354,594,10,10,http://localhost:6400/api/group,27,0,0
1741116135020,196,Login,200,OK,Load Test 1-4,text,true,,1359,245,11,11,http://localhost:6400/api/auth,195,0,0
1741116135216,0,Login-0,200,OK,Load Test 1-4,text,true,,674,0,11,11,null,0,0,0
1741116135000,232,Signup,200,OK,Load Test 1-7,text,true,,663,246,11,11,http://localhost:6400/api/users,232,0,2
1741116135167,82,Update group,200,OK,Load Test 1-3,text,true,,290,703,11,11,http://localhost:6400/api/group,82,0,0
1741116135217,43,Create group,200,OK,Load Test 1-4,text,true,,290,648,12,12,http://localhost:6400/api/group,42,0,0
1741116135078,198,Login,200,OK,Load Test 1-5,text,true,,1359,245,12,12,http://localhost:6400/api/auth,198,0,0
1741116135276,0,Login-0,200,OK,Load Test 1-5,text,true,,674,0,12,12,null,0,0,0
1741116135260,31,Get group,200,OK,Load Test 1-4,text,true,,354,594,12,12,http://localhost:6400/api/group,31,0,0
1741116135050,246,Signup,200,OK,Load Test 1-8,text,true,,663,246,12,12,http://localhost:6400/api/users,246,0,2
1741116135250,57,Delete group,200,OK,Load Test 1-3,text,true,,290,599,13,13,http://localhost:6400/api/group,57,0,0
1741116135277,38,Create group,200,OK,Load Test 1-5,text,true,,290,648,13,13,http://localhost:6400/api/group,38,0,0
1741116135135,237,Login,200,OK,Load Test 1-6,text,true,,1359,245,14,14,http://localhost:6400/api/auth,236,0,0
1741116135372,0,Login-0,200,OK,Load Test 1-6,text,true,,674,0,14,14,null,0,0,0
1741116135316,64,Get group,200,OK,Load Test 1-5,text,true,,354,594,14,14,http://localhost:6400/api/group,64,0,0
1741116135106,283,Delete Account,200,OK,Load Test 1-1,text,true,,289,565,14,14,http://localhost:6400/api/users,283,0,0
1741116135372,42,Create group,200,OK,Load Test 1-6,text,true,,290,648,15,15,http://localhost:6400/api/group,42,0,0
1741116135292,136,Update group,200,OK,Load Test 1-4,text,true,,290,703,15,15,http://localhost:6400/api/group,136,0,0
1741116135152,287,Delete Account,200,OK,Load Test 1-2,text,true,,289,565,15,15,http://localhost:6400/api/users,287,0,0
1741116135102,347,Signup,200,OK,Load Test 1-9,text,true,,663,246,15,15,http://localhost:6400/api/users,347,0,2
1741116135415,45,Get group,200,OK,Load Test 1-6,text,true,,354,594,16,16,http://localhost:6400/api/group,45,0,0
1741116135429,57,Delete group,200,OK,Load Test 1-4,text,true,,290,599,16,16,http://localhost:6400/api/group,57,0,0
1741116135381,117,Update group,200,OK,Load Test 1-5,text,true,,290,703,16,16,http://localhost:6400/api/group,117,0,0
1741116135233,307,Login,200,OK,Load Test 1-7,text,true,,1359,245,17,17,http://localhost:6400/api/auth,306,0,0
1741116135540,0,Login-0,200,OK,Load Test 1-7,text,true,,674,0,17,17,null,0,0,0
1741116135499,67,Delete group,200,OK,Load Test 1-5,text,true,,290,599,18,18,http://localhost:6400/api/group,67,0,0
1741116135461,132,Update group,200,OK,Load Test 1-6,text,true,,290,703,18,18,http://localhost:6400/api/group,132,0,0
1741116135296,301,Login,200,OK,Load Test 1-8,text,true,,1359,245,18,18,http://localhost:6400/api/auth,300,0,0
1741116135151,436,Signup,200,OK,Load Test 1-10,text,true,,666,248,18,18,http://localhost:6400/api/users,436,0,2
1741116135597,0,Login-0,200,OK,Load Test 1-8,text,true,,674,0,18,18,null,0,0,0
1741116135541,64,Create group,200,OK,Load Test 1-7,text,true,,290,648,19,19,http://localhost:6400/api/group,64,0,0
1741116135308,315,Delete Account,200,OK,Load Test 1-3,text,true,,289,565,19,19,http://localhost:6400/api/users,315,0,0
1741116135604,33,Create group,200,OK,Load Test 1-8,text,true,,290,648,19,19,http://localhost:6400/api/group,33,0,0
1741116135638,99,Get group,200,OK,Load Test 1-8,text,true,,354,594,21,21,http://localhost:6400/api/group,99,0,0
1741116135605,137,Get group,200,OK,Load Test 1-7,text,true,,354,594,21,21,http://localhost:6400/api/group,137,0,0
1741116135604,145,Delete group,200,OK,Load Test 1-6,text,true,,290,599,21,21,http://localhost:6400/api/group,145,0,0
1741116135202,549,Signup,200,OK,Load Test 1-11,text,true,,666,248,21,21,http://localhost:6400/api/users,549,0,2
1741116135252,516,Signup,200,OK,Load Test 1-12,text,true,,666,248,22,22,http://localhost:6400/api/users,516,0,2
1741116135450,337,Login,200,OK,Load Test 1-9,text,true,,1359,245,22,22,http://localhost:6400/api/auth,336,0,0
1741116135787,0,Login-0,200,OK,Load Test 1-9,text,true,,674,0,22,22,null,0,0,0
1741116135301,492,Signup,200,OK,Load Test 1-13,text,true,,666,248,22,22,http://localhost:6400/api/users,492,0,4
1741116135788,44,Create group,200,OK,Load Test 1-9,text,true,,290,648,23,23,http://localhost:6400/api/group,44,0,0
1741116135738,124,Update group,200,OK,Load Test 1-8,text,true,,290,703,24,24,http://localhost:6400/api/group,124,0,0
1741116135352,526,Signup,200,OK,Load Test 1-14,text,true,,666,248,24,24,http://localhost:6400/api/users,526,0,3
1741116135742,146,Update group,200,OK,Load Test 1-7,text,true,,290,703,24,24,http://localhost:6400/api/group,146,0,0
1741116135833,58,Get group,200,OK,Load Test 1-9,text,true,,354,594,24,24,http://localhost:6400/api/group,58,0,0
1741116135487,407,Delete Account,200,OK,Load Test 1-4,text,true,,289,565,24,24,http://localhost:6400/api/users,407,0,0
1741116135403,563,Signup,200,OK,Load Test 1-15,text,true,,666,248,26,26,http://localhost:6400/api/users,563,0,2
1741116135863,117,Delete group,200,OK,Load Test 1-8,text,true,,290,599,26,26,http://localhost:6400/api/group,117,0,0
1741116135888,103,Delete group,200,OK,Load Test 1-7,text,true,,290,599,26,26,http://localhost:6400/api/group,103,0,0
1741116135390,611,Signup,200,OK,Load Test 1-1,text,true,,666,248,27,27,http://localhost:6400/api/users,611,0,0
1741116135440,607,Signup,200,OK,Load Test 1-2,text,true,,666,248,27,27,http://localhost:6400/api/users,607,0,0
1741116135891,161,Update group,200,OK,Load Test 1-9,text,true,,290,703,28,28,http://localhost:6400/api/group,161,0,0
1741116135451,622,Signup,200,OK,Load Test 1-16,text,true,,666,248,28,28,http://localhost:6400/api/users,621,0,2
1741116136053,44,Delete group,200,OK,Load Test 1-9,text,true,,290,599,28,28,http://localhost:6400/api/group,44,0,0
1741116135604,499,Login,200,OK,Load Test 1-10,text,true,,1367,247,29,29,http://localhost:6400/api/auth,498,0,0
1741116135567,525,Delete Account,200,OK,Load Test 1-5,text,true,,289,565,28,28,http://localhost:6400/api/users,525,0,0
1741116136102,1,Login-0,200,OK,Load Test 1-10,text,true,,679,0,29,29,null,0,0,0
1741116136105,26,Create group,200,OK,Load Test 1-10,text,true,,290,652,29,29,http://localhost:6400/api/group,26,0,0
1741116136132,18,Get group,200,OK,Load Test 1-10,text,true,,354,598,30,30,http://localhost:6400/api/group,18,0,0
1741116136151,70,Update group,200,OK,Load Test 1-10,text,true,,290,709,31,31,http://localhost:6400/api/group,70,0,0
1741116135502,727,Signup,200,OK,Load Test 1-17,text,true,,666,248,31,31,http://localhost:6400/api/users,727,0,1
1741116135750,518,Delete Account,200,OK,Load Test 1-6,text,true,,289,565,32,32,http://localhost:6400/api/users,518,0,0
1741116136222,49,Delete group,200,OK,Load Test 1-10,text,true,,290,603,32,32,http://localhost:6400/api/group,49,0,0
1741116135552,722,Signup,200,OK,Load Test 1-18,text,true,,666,248,32,32,http://localhost:6400/api/users,722,0,2
1741116135751,552,Login,200,OK,Load Test 1-11,text,true,,1367,247,33,33,http://localhost:6400/api/auth,552,0,0
1741116136303,0,Login-0,200,OK,Load Test 1-11,text,true,,679,0,33,33,null,0,0,0
1741116136304,40,Create group,200,OK,Load Test 1-11,text,true,,290,652,33,33,http://localhost:6400/api/group,40,0,0
1741116136345,17,Get group,200,OK,Load Test 1-11,text,true,,354,598,34,34,http://localhost:6400/api/group,17,0,0
1741116135769,598,Login,200,OK,Load Test 1-12,text,true,,1367,247,34,34,http://localhost:6400/api/auth,597,0,0
1741116136367,0,Login-0,200,OK,Load Test 1-12,text,true,,679,0,34,34,null,0,0,0
1741116136369,34,Create group,200,OK,Load Test 1-12,text,true,,290,652,35,35,http://localhost:6400/api/group,34,0,0
1741116135878,552,Login,200,OK,Load Test 1-14,text,true,,1367,247,35,35,http://localhost:6400/api/auth,551,0,0
1741116136430,0,Login-0,200,OK,Load Test 1-14,text,true,,679,0,35,35,null,0,0,0
1741116135795,644,Login,200,OK,Load Test 1-13,text,true,,1367,247,35,35,http://localhost:6400/api/auth,643,0,0
1741116136439,0,Login-0,200,OK,Load Test 1-13,text,true,,679,0,35,35,null,0,0,0
1741116136404,42,Get group,200,OK,Load Test 1-12,text,true,,354,598,35,35,http://localhost:6400/api/group,42,0,0
1741116136362,104,Update group,200,OK,Load Test 1-11,text,true,,290,709,36,36,http://localhost:6400/api/group,104,0,0
1741116136431,45,Create group,200,OK,Load Test 1-14,text,true,,290,652,36,36,http://localhost:6400/api/group,45,0,0
1741116136440,40,Create group,200,OK,Load Test 1-13,text,true,,290,652,36,36,http://localhost:6400/api/group,40,0,0
1741116135624,870,Signup,200,OK,Load Test 1-3,text,true,,666,248,36,36,http://localhost:6400/api/users,870,0,0
1741116136477,19,Get group,200,OK,Load Test 1-14,text,true,,354,598,36,36,http://localhost:6400/api/group,19,0,0
1741116136480,33,Get group,200,OK,Load Test 1-13,text,true,,354,598,37,37,http://localhost:6400/api/group,33,0,0
1741116136467,54,Delete group,200,OK,Load Test 1-11,text,true,,290,603,37,37,http://localhost:6400/api/group,54,0,0
1741116135601,947,Signup,200,OK,Load Test 1-19,text,true,,666,248,37,37,http://localhost:6400/api/users,947,0,2
1741116136003,603,Login,200,OK,Load Test 1-1,text,true,,1366,247,38,38,http://localhost:6400/api/auth,602,0,0
1741116136606,0,Login-0,200,OK,Load Test 1-1,text,true,,678,0,39,39,null,0,0,0
1741116135967,671,Login,200,OK,Load Test 1-15,text,true,,1367,247,39,39,http://localhost:6400/api/auth,670,0,0
1741116136638,0,Login-0,200,OK,Load Test 1-15,text,true,,679,0,39,39,null,0,0,0
1741116136620,123,Create group,200,OK,Load Test 1-1,text,true,,290,652,41,41,http://localhost:6400/api/group,123,0,0
1741116135653,1093,Signup,200,OK,Load Test 1-20,text,true,,666,248,41,41,http://localhost:6400/api/users,1093,0,3
1741116136639,109,Create group,200,OK,Load Test 1-15,text,true,,290,652,41,41,http://localhost:6400/api/group,109,0,0
1741116136048,729,Login,200,OK,Load Test 1-2,text,true,,1366,247,42,42,http://localhost:6400/api/auth,728,0,0
1741116136776,1,Login-0,200,OK,Load Test 1-2,text,true,,678,0,42,42,null,0,0,0
1741116135992,787,Delete Account,200,OK,Load Test 1-7,text,true,,289,565,42,42,http://localhost:6400/api/users,787,0,0
1741116136073,715,Login,200,OK,Load Test 1-16,text,true,,1367,247,42,42,http://localhost:6400/api/auth,714,0,0
1741116136787,1,Login-0,200,OK,Load Test 1-16,text,true,,679,0,42,42,null,0,0,0
1741116136447,355,Update group,200,OK,Load Test 1-12,text,true,,290,709,43,43,http://localhost:6400/api/group,355,0,0
1741116136497,322,Update group,200,OK,Load Test 1-14,text,true,,290,709,43,43,http://localhost:6400/api/group,322,0,0
1741116136744,86,Get group,200,OK,Load Test 1-1,text,true,,354,598,43,43,http://localhost:6400/api/group,86,0,0
1741116136748,84,Get group,200,OK,Load Test 1-15,text,true,,354,598,43,43,http://localhost:6400/api/group,84,0,0
1741116136105,734,Delete Account,200,OK,Load Test 1-9,text,true,,289,565,43,43,http://localhost:6400/api/users,734,0,0
1741116136777,76,Create group,200,OK,Load Test 1-2,text,true,,290,652,44,44,http://localhost:6400/api/group,76,0,0
1741116136788,111,Create group,200,OK,Load Test 1-16,text,true,,290,652,44,44,http://localhost:6400/api/group,111,0,0
1741116136514,401,Update group,200,OK,Load Test 1-13,text,true,,290,709,45,45,http://localhost:6400/api/group,401,0,0
1741116135752,1171,Signup,200,OK,Load Test 1-22,text,true,,666,248,45,45,http://localhost:6400/api/users,1171,0,2
1741116136802,187,Delete group,200,OK,Load Test 1-12,text,true,,290,603,46,46,http://localhost:6400/api/group,187,0,0
1741116135802,1191,Signup,200,OK,Load Test 1-23,text,true,,666,248,46,46,http://localhost:6400/api/users,1191,0,1
1741116136854,142,Get group,200,OK,Load Test 1-2,text,true,,354,598,46,46,http://localhost:6400/api/group,142,0,0
1741116135852,1148,Signup,200,OK,Load Test 1-24,text,true,,666,248,47,47,http://localhost:6400/api/users,1148,0,2
1741116136230,772,Login,200,OK,Load Test 1-17,text,true,,1367,247,47,47,http://localhost:6400/api/auth,772,0,0
1741116137002,0,Login-0,200,OK,Load Test 1-17,text,true,,679,0,47,47,null,0,0,0
1741116136821,194,Delete group,200,OK,Load Test 1-14,text,true,,290,603,47,47,http://localhost:6400/api/group,194,0,0
1741116136901,129,Get group,200,OK,Load Test 1-16,text,true,,354,598,47,47,http://localhost:6400/api/group,129,0,0
1741116136271,814,Delete Account,200,OK,Load Test 1-10,text,true,,289,568,48,48,http://localhost:6400/api/users,814,0,0
1741116137002,118,Create group,200,OK,Load Test 1-17,text,true,,290,652,49,49,http://localhost:6400/api/group,118,0,0
1741116136275,857,Login,200,OK,Load Test 1-18,text,true,,1367,247,49,49,http://localhost:6400/api/auth,856,0,0
1741116137132,0,Login-0,200,OK,Load Test 1-18,text,true,,679,0,49,49,null,0,0,0
1741116136831,308,Update group,200,OK,Load Test 1-1,text,true,,290,709,49,49,http://localhost:6400/api/group,308,0,0
1741116136833,326,Update group,200,OK,Load Test 1-15,text,true,,290,709,50,50,http://localhost:6400/api/group,326,0,0
1741116135900,1271,Signup,200,OK,Load Test 1-25,text,true,,666,248,50,50,http://localhost:6400/api/users,1271,0,3
1741116135894,1305,Signup,200,OK,Load Test 1-4,text,true,,666,248,50,50,http://localhost:6400/api/users,1305,0,0
1741116135950,1259,Signup,200,OK,Load Test 1-26,text,true,,666,248,51,51,http://localhost:6400/api/users,1258,0,2
1741116137133,108,Create group,200,OK,Load Test 1-18,text,true,,290,652,51,51,http://localhost:6400/api/group,108,0,0
1741116136996,283,Update group,200,OK,Load Test 1-2,text,true,,290,709,52,52,http://localhost:6400/api/group,283,0,0
1741116137121,164,Get group,200,OK,Load Test 1-17,text,true,,354,598,52,52,http://localhost:6400/api/group,164,0,0
1741116137030,264,Update group,200,OK,Load Test 1-16,text,true,,290,709,52,52,http://localhost:6400/api/group,264,0,0
1741116136495,821,Login,200,OK,Load Test 1-3,text,true,,1365,247,53,53,http://localhost:6400/api/auth,820,0,0
1741116137316,0,Login-0,200,OK,Load Test 1-3,text,true,,677,0,53,53,null,0,0,0
1741116137139,187,Delete group,200,OK,Load Test 1-1,text,true,,290,603,53,53,http://localhost:6400/api/group,187,0,0
1741116137160,173,Delete group,200,OK,Load Test 1-15,text,true,,290,603,53,53,http://localhost:6400/api/group,173,0,0
1741116136001,1349,Signup,200,OK,Load Test 1-27,text,true,,666,248,54,54,http://localhost:6400/api/users,1349,0,3
1741116136050,1314,Signup,200,OK,Load Test 1-28,text,true,,666,248,54,54,http://localhost:6400/api/users,1314,0,2
1741116137242,154,Get group,200,OK,Load Test 1-18,text,true,,354,598,54,54,http://localhost:6400/api/group,154,0,0
1741116136100,1316,Signup,200,OK,Load Test 1-29,text,true,,666,248,55,55,http://localhost:6400/api/users,1316,0,2
1741116136549,918,Login,200,OK,Load Test 1-19,text,true,,1367,247,56,56,http://localhost:6400/api/auth,917,0,0
1741116137466,1,Login-0,200,OK,Load Test 1-19,text,true,,679,0,56,56,null,0,0,0
1741116136747,897,Login,200,OK,Load Test 1-20,text,true,,1367,247,59,59,http://localhost:6400/api/auth,897,0,0
1741116137644,0,Login-0,200,OK,Load Test 1-20,text,true,,679,0,59,59,null,0,0,0
1741116136916,829,Delete group,200,OK,Load Test 1-13,text,true,,290,603,61,61,http://localhost:6400/api/group,828,0,0
1741116137280,468,Delete group,200,OK,Load Test 1-2,text,true,,290,603,61,61,http://localhost:6400/api/group,468,0,0
1741116136105,1647,Signup,200,OK,Load Test 1-5,text,true,,666,248,62,62,http://localhost:6400/api/users,1647,0,0
1741116137295,460,Delete group,200,OK,Load Test 1-16,text,true,,290,603,62,62,http://localhost:6400/api/group,460,0,0
1741116137317,443,Create group,200,OK,Load Test 1-3,text,true,,290,652,62,62,http://localhost:6400/api/group,443,0,0
1741116136924,846,Login,200,OK,Load Test 1-22,text,true,,1367,247,62,62,http://localhost:6400/api/auth,845,0,0
1741116137770,0,Login-0,200,OK,Load Test 1-22,text,true,,679,0,62,62,null,0,0,0
1741116137645,136,Create group,200,OK,Load Test 1-20,text,true,,290,652,62,62,http://localhost:6400/api/group,136,0,0
1741116136522,1275,Delete Account,200,OK,Load Test 1-11,text,true,,289,568,62,62,http://localhost:6400/api/users,1275,0,0
1741116136202,1597,Signup,200,OK,Load Test 1-31,text,true,,666,248,62,62,http://localhost:6400/api/users,1597,0,3
1741116136269,1532,Signup,200,OK,Load Test 1-6,text,true,,666,248,63,63,http://localhost:6400/api/users,1532,0,0
1741116136250,1553,Signup,200,OK,Load Test 1-32,text,true,,666,248,63,63,http://localhost:6400/api/users,1553,0,3
1741116137286,544,Update group,200,OK,Load Test 1-17,text,true,,290,709,63,63,http://localhost:6400/api/group,544,0,0
1741116136993,850,Login,200,OK,Load Test 1-23,text,true,,1367,247,63,63,http://localhost:6400/api/auth,849,0,0
1741116137843,0,Login-0,200,OK,Load Test 1-23,text,true,,679,0,63,63,null,0,0,0
1741116137468,390,Create group,200,OK,Load Test 1-19,text,true,,290,652,64,64,http://localhost:6400/api/group,390,0,0
1741116137761,106,Get group,200,OK,Load Test 1-3,text,true,,354,598,64,64,http://localhost:6400/api/group,106,0,0
1741116137772,115,Create group,200,OK,Load Test 1-22,text,true,,290,652,64,64,http://localhost:6400/api/group,115,0,0
1741116136990,902,Delete Account,200,OK,Load Test 1-12,text,true,,289,568,64,64,http://localhost:6400/api/users,901,0,0
1741116136301,1606,Signup,200,OK,Load Test 1-33,text,true,,666,248,65,65,http://localhost:6400/api/users,1606,0,3
1741116137783,140,Get group,200,OK,Load Test 1-20,text,true,,354,598,65,65,http://localhost:6400/api/group,140,0,0
1741116137844,138,Create group,200,OK,Load Test 1-23,text,true,,290,652,66,66,http://localhost:6400/api/group,138,0,0
1741116136351,1641,Signup,200,OK,Load Test 1-34,text,true,,666,248,66,66,http://localhost:6400/api/users,1641,0,1
1741116137859,138,Get group,200,OK,Load Test 1-19,text,true,,354,598,66,66,http://localhost:6400/api/group,138,0,0
1741116137831,169,Delete group,200,OK,Load Test 1-17,text,true,,290,603,67,67,http://localhost:6400/api/group,169,0,0
1741116137887,116,Get group,200,OK,Load Test 1-22,text,true,,354,598,67,67,http://localhost:6400/api/group,116,0,0
1741116137000,1019,Login,200,OK,Load Test 1-24,text,true,,1367,247,67,67,http://localhost:6400/api/auth,1018,0,0
1741116138019,0,Login-0,200,OK,Load Test 1-24,text,true,,679,0,67,67,null,0,0,0
1741116137397,650,Update group,200,OK,Load Test 1-18,text,true,,290,709,67,67,http://localhost:6400/api/group,650,0,0
1741116136451,1621,Signup,200,OK,Load Test 1-36,text,true,,666,248,68,68,http://localhost:6400/api/users,1620,0,3
1741116137983,123,Get group,200,OK,Load Test 1-23,text,true,,354,598,69,69,http://localhost:6400/api/group,123,0,0
1741116136405,1688,Signup,200,OK,Load Test 1-35,text,true,,666,248,68,68,http://localhost:6400/api/users,1688,0,1
1741116138020,144,Create group,200,OK,Load Test 1-24,text,true,,290,652,70,70,http://localhost:6400/api/group,144,0,0
1741116135981,2185,Delete Account,200,OK,Load Test 1-8,text,true,,289,565,70,70,http://localhost:6400/api/users,2185,0,0
1741116137172,1026,Login,200,OK,Load Test 1-25,text,true,,1367,247,70,70,http://localhost:6400/api/auth,1025,0,0
1741116138197,1,Login-0,200,OK,Load Test 1-25,text,true,,679,0,70,70,null,0,0,0
1741116137868,343,Update group,200,OK,Load Test 1-3,text,true,,290,709,71,71,http://localhost:6400/api/group,343,0,0
1741116137200,1014,Login,200,OK,Load Test 1-4,text,true,,1366,247,71,71,http://localhost:6400/api/auth,1013,0,0
1741116138214,0,Login-0,200,OK,Load Test 1-4,text,true,,678,0,71,71,null,0,0,0
1741116137016,1214,Delete Account,200,OK,Load Test 1-14,text,true,,289,568,71,71,http://localhost:6400/api/users,1214,0,0
1741116137924,323,Update group,200,OK,Load Test 1-20,text,true,,290,709,71,71,http://localhost:6400/api/group,323,0,0
1741116138048,212,Delete group,200,OK,Load Test 1-18,text,true,,290,603,72,72,http://localhost:6400/api/group,212,0,0
1741116138164,135,Get group,200,OK,Load Test 1-24,text,true,,354,598,72,72,http://localhost:6400/api/group,135,0,0
1741116138198,112,Create group,200,OK,Load Test 1-25,text,true,,290,652,73,73,http://localhost:6400/api/group,112,0,0
1741116137997,321,Update group,200,OK,Load Test 1-19,text,true,,290,709,73,73,http://localhost:6400/api/group,321,0,0
1741116136550,1776,Signup,200,OK,Load Test 1-38,text,true,,666,248,73,73,http://localhost:6400/api/users,1776,0,2
1741116138004,738,Update group,200,OK,Load Test 1-22,text,true,,290,709,81,81,http://localhost:6400/api/group,738,0,0
1741116138311,442,Get group,200,OK,Load Test 1-25,text,true,,354,598,82,82,http://localhost:6400/api/group,442,0,0
1741116138211,551,Delete group,200,OK,Load Test 1-3,text,true,,290,603,82,82,http://localhost:6400/api/group,551,0,0
1741116138215,554,Create group,200,OK,Load Test 1-4,text,true,,290,652,82,82,http://localhost:6400/api/group,554,0,0
1741116136607,2172,Signup,200,OK,Load Test 1-39,text,true,,666,248,82,82,http://localhost:6400/api/users,2172,0,2
1741116136651,2130,Signup,200,OK,Load Test 1-40,text,true,,666,248,82,82,http://localhost:6400/api/users,2130,0,2
1741116136500,2282,Signup,200,OK,Load Test 1-37,text,true,,666,248,82,82,http://localhost:6400/api/users,2282,0,3
1741116138248,546,Delete group,200,OK,Load Test 1-20,text,true,,290,603,82,82,http://localhost:6400/api/group,546,0,0
1741116138318,478,Delete group,200,OK,Load Test 1-19,text,true,,290,603,82,82,http://localhost:6400/api/group,478,0,0
1741116136701,2097,Signup,200,OK,Load Test 1-41,text,true,,666,248,82,82,http://localhost:6400/api/users,2097,0,2
1741116135701,3107,Signup,200,OK,Load Test 1-21,text,true,,666,248,83,83,http://localhost:6400/api/users,3107,0,3
1741116136780,2035,Signup,200,OK,Load Test 1-7,text,true,,666,248,83,83,http://localhost:6400/api/users,2035,0,0
1741116138111,707,Update group,200,OK,Load Test 1-23,text,true,,290,709,83,83,http://localhost:6400/api/group,707,0,0
1741116136751,2069,Signup,200,OK,Load Test 1-42,text,true,,666,248,83,83,http://localhost:6400/api/users,2069,0,1
1741116136801,2022,Signup,200,OK,Load Test 1-43,text,true,,666,248,83,83,http://localhost:6400/api/users,2022,0,1
1741116136851,1974,Signup,200,OK,Load Test 1-44,text,true,,666,248,83,83,http://localhost:6400/api/users,1974,0,2
1741116136950,1878,Signup,200,OK,Load Test 1-46,text,true,,666,248,83,83,http://localhost:6400/api/users,1878,0,3
1741116136840,2007,Signup,200,OK,Load Test 1-9,text,true,,666,248,83,83,http://localhost:6400/api/users,2007,0,0
1741116136902,1957,Signup,200,OK,Load Test 1-45,text,true,,666,248,84,84,http://localhost:6400/api/users,1957,0,3
1741116137334,1565,Delete Account,200,OK,Load Test 1-15,text,true,,289,568,84,84,http://localhost:6400/api/users,1565,0,0
1741116137350,1563,Login,200,OK,Load Test 1-27,text,true,,1365,247,85,85,http://localhost:6400/api/auth,1562,0,0
1741116138913,0,Login-0,200,OK,Load Test 1-27,text,true,,677,0,85,85,null,0,0,0
1741116137326,1599,Delete Account,200,OK,Load Test 1-1,text,true,,289,568,85,85,http://localhost:6400/api/users,1599,0,0
1741116138743,203,Delete group,200,OK,Load Test 1-22,text,true,,290,603,85,85,http://localhost:6400/api/group,203,0,0
1741116138770,187,Get group,200,OK,Load Test 1-4,text,true,,354,598,86,86,http://localhost:6400/api/group,187,0,0
1741116137210,1771,Login,200,OK,Load Test 1-26,text,true,,1366,247,86,86,http://localhost:6400/api/auth,1770,0,0
1741116138981,0,Login-0,200,OK,Load Test 1-26,text,true,,678,0,86,86,null,0,0,0
1741116138300,691,Update group,200,OK,Load Test 1-24,text,true,,290,709,86,86,http://localhost:6400/api/group,691,0,0
1741116137417,1606,Login,200,OK,Load Test 1-29,text,true,,1367,247,87,87,http://localhost:6400/api/auth,1605,0,0
1741116139022,1,Login-0,200,OK,Load Test 1-29,text,true,,679,0,87,87,null,0,0,0
1741116137753,1284,Login,200,OK,Load Test 1-5,text,true,,1366,247,87,87,http://localhost:6400/api/auth,1283,0,0
1741116139037,0,Login-0,200,OK,Load Test 1-5,text,true,,678,0,87,87,null,0,0,0
1741116138819,219,Delete group,200,OK,Load Test 1-23,text,true,,290,603,87,87,http://localhost:6400/api/group,219,0,0
1741116138914,137,Create group,200,OK,Load Test 1-27,text,true,,290,652,88,88,http://localhost:6400/api/group,136,0,0
1741116137746,1306,Delete Account,200,OK,Load Test 1-13,text,true,,289,568,88,88,http://localhost:6400/api/users,1306,0,0
